eligibility	ineligibility_reason	transaction_month	client_gstin	customer_gstin	supplier_name	invoice_no	transaction_no	document_date	total_taxable_value	gst_rate	igst	cgst	sgst	igst_not_eligible	cgst_not_eligible	sgst_not_eligible	cess	difference_in_amount	hsn	total_value	date_of_entry_in_the_books	date_of_payment_to_vendor	date_of_payment_of_tax_in_case_of_rcm	gstr_2a_month	month_of_availment	reversal_to_be_made	remarks	cy_py_flag	intra_state_flag	inter_state_flag	crossing_180_day	itc_transportation_of_passengers	purchase_of_vehicle	personal_consumption	health_insurance	life_insurance	construction	custom_search	rcm_eligibility
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	33AASFB5447L1Z0	Demo Supp Name	1338	B1/OBI/00275/21-22	13/Apr/2021	27184.0	18.0	4893.12	0	0	0	0	0		0.0		32077.12	23/May/2021						61966  VANAM GANESH REDDY RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	33AASFB5447L1Z0	Demo Supp Name	1337	B1/OBI/00274/21-22	13/Apr/2021	26284.0	18.0	4731.12	0	0	0	0	0		0.0		31015.12	23/May/2021						61821  KATTA DWARAKANADH RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AAACB0446L1ZO	Demo Supp Name	2021429R00001781	B1/OBI/00221/21-22	30/Apr/2021	4848.0	18.0	0	1101.83	1101.83	0	0	0		-1331.0		7051.66	18/May/2021	27/May/2021					TOWARDS CHARGES FOR WFH SYSTEMS DELIVERIES FROM OMEGA 1 BLR TO OUT OF STATION  (BCP )SERVICES  FOR APRIL MONTH 2021	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AAACB0446L1ZO	Demo Supp Name	2021429R00001781	B1/OBI/00221/21-22	30/Apr/2021	76388.0	18.0	0	17361.05	17361.05	0	0	0		-20972.0		111110.1	18/May/2021	27/May/2021					TOWARDS CHARGES FOR WFH SYSTEMS DELIVERIES FROM OMEGA 1 BLR TO OUT OF STATION  (BCP )SERVICES  FOR APRIL MONTH 2021	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AAACB0446L1ZO	Demo Supp Name	2021429R00001781	B1/OBI/00221/21-22	30/Apr/2021	57200.0	18.0	0	13000.11	13000.11	0	0	0		-15704.0		83200.22	18/May/2021	27/May/2021					TOWARDS CHARGES FOR WFH SYSTEMS DELIVERIES FROM OMEGA 1 BLR TO OUT OF STATION  (BCP )SERVICES  FOR APRIL MONTH 2021	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AAACB0446L1ZO	Demo Supp Name	2021429R00001782	B1/OBI/00222/21-22	30/Apr/2021	290.0	18.0	0	51.44	51.44	0	0	0		-51.0		392.88	18/May/2021	27/May/2021					TOWARDS COURIER CHARGES  FOR APRIL MONTH 2021	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AAACB0446L1ZO	Demo Supp Name	2021429R00001782	B1/OBI/00222/21-22	30/Apr/2021	116.0	18.0	0	20.58	20.58	0	0	0		-20.0		157.15999999999997	18/May/2021	27/May/2021					TOWARDS COURIER CHARGES  FOR APRIL MONTH 2021	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AAACB0446L1ZO	Demo Supp Name	2021429R00001782	B1/OBI/00222/21-22	30/Apr/2021	252.0	18.0	0	44.7	44.7	0	0	0		-44.0		341.4	18/May/2021	27/May/2021					TOWARDS COURIER CHARGES  FOR APRIL MONTH 2021	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AAACB0446L1ZO	Demo Supp Name	2021429R00001782	B1/OBI/00222/21-22	30/Apr/2021	126.0	18.0	0	22.35	22.35	0	0	0		-22.0		170.7	18/May/2021	27/May/2021					TOWARDS COURIER CHARGES  FOR APRIL MONTH 2021	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AAACB0446L1ZO	Demo Supp Name	2021429R00001782	B1/OBI/00222/21-22	30/Apr/2021	136.0	18.0	0	24.13	24.13	0	0	0		-24.0		184.26	18/May/2021	27/May/2021					TOWARDS COURIER CHARGES  FOR APRIL MONTH 2021	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AAACB0446L1ZO	Demo Supp Name	2021429R00001782	B1/OBI/00222/21-22	30/Apr/2021	192.0	18.0	0	34.06	34.06	0	0	0		-34.0		260.12	18/May/2021	27/May/2021					TOWARDS COURIER CHARGES  FOR APRIL MONTH 2021	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AAACB0446L1ZO	Demo Supp Name	2021429R00001782	B1/OBI/00222/21-22	30/Apr/2021	128.0	18.0	0	22.71	22.71	0	0	0		-22.0		173.42000000000002	18/May/2021	27/May/2021					TOWARDS COURIER CHARGES  FOR APRIL MONTH 2021	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	NA	May-2021	29AADCM7259F1Z6	29AAACB0446L1ZO	Demo Supp Name	2021429R00001782	B1/OBI/00222/21-22	30/Apr/2021	69.0	18.0	0	12.24	12.24	0	0	0		-12.0		93.47999999999999	18/May/2021	27/May/2021					TOWARDS COURIER CHARGES  FOR APRIL MONTH 2021	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2001.78	18.0	0	180.16	180.16	0	0	0		0.0		2362.1	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2001.78	18.0	0	180.16	180.16	0	0	0		0.0		2362.1	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2001.78	18.0	0	180.16	180.16	0	0	0		0.0		2362.1	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	14679.48	18.0	0	1321.15	1321.15	0	0	0		0.0		17321.78	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2668.98	18.0	0	240.21	240.21	0	0	0		0.0		3149.4	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2668.98	18.0	0	240.21	240.21	0	0	0		0.0		3149.4	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2668.98	18.0	0	240.21	240.21	0	0	0		0.0		3149.4	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2668.98	18.0	0	240.21	240.21	0	0	0		0.0		3149.4	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	5338.02	18.0	0	480.42	480.42	0	0	0		0.0		6298.860000000001	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2668.98	18.0	0	240.21	240.21	0	0	0		0.0		3149.4	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	4003.5	18.0	0	360.32	360.32	0	0	0		0.0		4724.139999999999	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	4003.5	18.0	0	360.32	360.32	0	0	0		0.0		4724.139999999999	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	3649.98	18.0	0	328.5	328.5	0	0	0		0.0		4306.98	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2668.98	18.0	0	240.21	240.21	0	0	0		0.0		3149.4	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2668.98	18.0	0	240.21	240.21	0	0	0		0.0		3149.4	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2668.98	18.0	0	240.21	240.21	0	0	0		0.0		3149.4	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2668.98	18.0	0	240.21	240.21	0	0	0		0.0		3149.4	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2668.98	18.0	0	240.21	240.21	0	0	0		0.0		3149.4	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2668.98	18.0	0	240.21	240.21	0	0	0		0.0		3149.4	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2001.78	18.0	0	180.16	180.16	0	0	0		0.0		2362.1	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	14679.48	18.0	0	1321.15	1321.15	0	0	0		0.0		17321.78	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	14679.48	18.0	0	1321.15	1321.15	0	0	0		0.0		17321.78	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	7339.74	18.0	0	660.58	660.58	0	0	0		0.0		8660.9	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	7339.74	18.0	0	660.58	660.58	0	0	0		0.0		8660.9	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	7339.74	18.0	0	660.58	660.58	0	0	0		0.0		8660.9	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	11076.48	18.0	0	996.88	996.88	0	0	0		0.0		13070.239999999998	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	14679.48	18.0	0	1321.15	1321.15	0	0	0		0.0		17321.78	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	14679.48	18.0	0	1321.15	1321.15	0	0	0		0.0		17321.78	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	14679.48	18.0	0	1321.15	1321.15	0	0	0		0.0		17321.78	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	22019.28	18.0	0	1981.74	1981.74	0	0	0		0.0		25982.760000000002	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	22019.28	18.0	0	1981.74	1981.74	0	0	0		0.0		25982.760000000002	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	22019.28	18.0	0	1981.74	1981.74	0	0	0		0.0		25982.760000000002	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	22019.28	18.0	0	1981.74	1981.74	0	0	0		0.0		25982.760000000002	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	22019.28	18.0	0	1981.74	1981.74	0	0	0		0.0		25982.760000000002	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	22019.28	18.0	0	1981.74	1981.74	0	0	0		0.0		25982.760000000002	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	22019.28	18.0	0	1981.74	1981.74	0	0	0		0.0		25982.760000000002	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	22019.28	18.0	0	1981.74	1981.74	0	0	0		0.0		25982.760000000002	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2001.78	18.0	0	180.16	180.16	0	0	0		0.0		2362.1	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2001.78	18.0	0	180.16	180.16	0	0	0		0.0		2362.1	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2001.78	18.0	0	180.16	180.16	0	0	0		0.0		2362.1	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2668.98	18.0	0	240.21	240.21	0	0	0		0.0		3149.4	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2668.98	18.0	0	240.21	240.21	0	0	0		0.0		3149.4	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2668.98	18.0	0	240.21	240.21	0	0	0		0.0		3149.4	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2668.98	18.0	0	240.21	240.21	0	0	0		0.0		3149.4	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2668.98	18.0	0	240.21	240.21	0	0	0		0.0		3149.4	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2668.98	18.0	0	240.21	240.21	0	0	0		0.0		3149.4	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	2668.98	18.0	0	240.21	240.21	0	0	0		0.0		3149.4	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AAACB4487D1ZO	Demo Supp Name	2911022222	B1/OBI/00239/21-22	15/May/2021	6005.28	18.0	0	540.48	540.48	0	0	0		0.0		7086.24	21/May/2021						TOWARDS AMC CHARGES FOR HVAC APRIL'21 TO SEP'21(65702)	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
Eligible	Missing Pay date Values	May-2021	29AADCM7259F1Z6	29AALPE4997M1ZT	Demo Supp Name	OMG225	B1/OBI/00286/21-22	16/Apr/2021	10000.0	18.0	0	900	900	0	0	0		0.0		11800.0	23/May/2021						61937  AVINASH A RECRUITMENT EXPENSES INCURRED TOWARDS THE SAID EMPLOYEE.	Eligible	Eligible	Eligible	NA	Eligible	Eligible	Eligible	Eligible	Eligible	Eligible	NA	No
